r,lose,2015-08-10 11:08:35 +0100
r,lose,2015-08-10 11:08:37 +0100
r,lose,2015-08-10 11:08:38 +0100
r,win,2015-08-10 11:08:38 +0100
s,lose,2015-08-10 11:08:40 +0100
s,win,2015-08-10 11:08:41 +0100
s,win,2015-08-10 11:08:41 +0100
q,Please enter valid answere,2015-08-10 11:08:46 +0100
s,win,2015-08-10 18:47:40 +0200
r,win,2015-08-10 18:47:43 +0200
s,win,2015-08-10 18:47:48 +0200
q,Please enter valid answere,2015-08-10 18:47:53 +0200
